Suburb,Rooms,Type,Price,Method,Distance,Postcode,Bedroom2,Bathroom,Car,CouncilArea,Regionname,Propertycount,Year
Reservoir,2,t,672000.0,S,12.0,3073.0,2.0,1.0,1.0,Darebin City Council,Northern Metropolitan,21650.0,2017
Richmond,2,u,660000.0,SA,2.4,3121.0,2.0,1.0,1.0,Yarra City Council,Northern Metropolitan,14949.0,2017
Richmond,3,h,1310000.0,S,2.4,3121.0,3.0,1.0,1.0,Yarra City Council,Northern Metropolitan,14949.0,2017
Richmond,2,u,666000.0,S,2.4,3121.0,2.0,1.0,1.0,Yarra City Council,Northern Metropolitan,14949.0,2017
Richmond,1,u,330000.0,VB,2.4,3121.0,1.0,1.0,1.0,Yarra City Council,Northern Metropolitan,14949.0,2017
Richmond,2,u,927000.0,S,2.4,3121.0,2.0,1.0,2.0,Yarra City Council,Northern Metropolitan,14949.0,2017
Richmond,2,u,905000.0,S,2.4,3121.0,2.0,2.0,2.0,Yarra City Council,Northern Metropolitan,14949.0,2017
Richmond,2,u,575500.0,S,2.4,3121.0,2.0,1.0,1.0,Yarra City Council,Northern Metropolitan,14949.0,2017
Ringwood East,3,h,1400000.0,S,21.3,3135.0,3.0,2.0,3.0,Maroondah City Council,Eastern Metropolitan,4407.0,2017
Ringwood North,5,h,850000.0,VB,19.9,3134.0,5.0,3.0,2.0,Manningham City Council,Eastern Metropolitan,3619.0,2017
Ringwood North,4,h,1005000.0,S,19.9,3134.0,4.0,2.0,2.0,Manningham City Council,Eastern Metropolitan,3619.0,2017
Ripponlea,2,u,558500.0,SP,7.2,3185.0,2.0,1.0,1.0,Port Phillip City Council,Southern Metropolitan,821.0,2017
Roxburgh Park,3,h,393200.0,S,20.6,3064.0,3.0,1.0,1.0,Hume City Council,Northern Metropolitan,5833.0,2017
Roxburgh Park,3,h,460000.0,S,20.6,3064.0,3.0,2.0,3.0,Hume City Council,Northern Metropolitan,5833.0,2017
Roxburgh Park,3,h,490000.0,S,20.6,3064.0,3.0,2.0,2.0,Hume City Council,Northern Metropolitan,5833.0,2017
Sandringham,4,h,1660000.0,S,15.2,3191.0,4.0,2.0,2.0,Bayside City Council,Southern Metropolitan,4497.0,2017
Sandringham,4,h,1235000.0,S,15.2,3191.0,4.0,2.0,2.0,Bayside City Council,Southern Metropolitan,4497.0,2017
Seabrook,4,h,590000.0,S,15.5,3028.0,4.0,2.0,2.0,Hobsons Bay City Council,Western Metropolitan,1793.0,2017
Seaford,4,h,870000.0,S,35.4,3198.0,4.0,2.0,2.0,Frankston City Council,South-Eastern Metropolitan,8077.0,2017
Seaford,4,h,880000.0,S,35.4,3198.0,4.0,2.0,2.0,Frankston City Council,South-Eastern Metropolitan,8077.0,2017
Seaholme,1,u,312000.0,S,11.0,3018.0,1.0,1.0,0.0,Hobsons Bay City Council,Western Metropolitan,852.0,2017
Seddon,2,h,945000.0,SP,5.1,3011.0,2.0,1.0,1.0,Maribyrnong City Council,Western Metropolitan,2417.0,2017
South Kingsville,3,t,730000.0,S,6.2,3015.0,3.0,2.0,2.0,Hobsons Bay City Council,Western Metropolitan,984.0,2017
South Melbourne,3,h,2200000.0,VB,1.9,3205.0,3.0,2.0,1.0,Port Phillip City Council,Southern Metropolitan,5943.0,2017
South Melbourne,2,h,980000.0,VB,1.9,3205.0,2.0,1.0,0.0,Port Phillip City Council,Southern Metropolitan,5943.0,2017
South Morang,3,h,591000.0,S,20.5,3752.0,3.0,2.0,2.0,Whittlesea City Council,Northern Metropolitan,7969.0,2017
South Morang,4,h,561000.0,SP,20.5,3752.0,4.0,2.0,1.0,Whittlesea City Council,Northern Metropolitan,7969.0,2017
South Morang,4,h,612000.0,S,20.5,3752.0,4.0,2.0,2.0,Whittlesea City Council,Northern Metropolitan,7969.0,2017
South Morang,3,h,690000.0,S,20.5,3752.0,3.0,2.0,3.0,Whittlesea City Council,Northern Metropolitan,7969.0,2017
South Yarra,1,u,645000.0,S,2.7,3141.0,1.0,1.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0,2017
South Yarra,2,u,1090000.0,S,2.7,3141.0,2.0,2.0,2.0,Melbourne City Council,Southern Metropolitan,14887.0,2017
South Yarra,2,u,570000.0,VB,2.7,3141.0,2.0,1.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0,2017
South Yarra,1,u,555000.0,S,2.7,3141.0,1.0,1.0,1.0,Melbourne City Council,Southern Metropolitan,14887.0,2017
Southbank,2,u,732000.0,S,0.7,3006.0,2.0,1.0,0.0,Melbourne City Council,Southern Metropolitan,8400.0,2017
Spotswood,4,h,1192000.0,S,6.2,3015.0,3.0,2.0,2.0,Hobsons Bay City Council,Western Metropolitan,1223.0,2017
St Kilda,1,u,481000.0,S,5.0,3182.0,1.0,1.0,1.0,Port Phillip City Council,Southern Metropolitan,13240.0,2017
St Kilda,2,u,600000.0,VB,5.0,3182.0,2.0,1.0,1.0,Port Phillip City Council,Southern Metropolitan,13240.0,2017
Sunbury,2,u,360000.0,SP,31.7,3429.0,2.0,1.0,1.0,Hume City Council,Western Metropolitan,14092.0,2017
Sunbury,4,h,597000.0,S,31.7,3429.0,4.0,2.0,4.0,Hume City Council,Western Metropolitan,14092.0,2017
Sunbury,3,h,475000.0,S,31.7,3429.0,3.0,1.0,3.0,Hume City Council,Western Metropolitan,14092.0,2017
Sunbury,3,h,495000.0,S,31.7,3429.0,3.0,2.0,2.0,Hume City Council,Western Metropolitan,14092.0,2017
Sunshine,3,t,590000.0,S,10.5,3020.0,3.0,2.0,2.0,Brimbank City Council,Western Metropolitan,3755.0,2017
Sunshine West,3,h,695000.0,S,10.5,3020.0,3.0,1.0,0.0,Brimbank City Council,Western Metropolitan,6763.0,2017
Sunshine West,3,h,760000.0,S,10.5,3020.0,3.0,1.0,2.0,Brimbank City Council,Western Metropolitan,6763.0,2017
Sunshine West,3,h,583500.0,S,10.5,3020.0,3.0,1.0,1.0,Brimbank City Council,Western Metropolitan,6763.0,2017
Surrey Hills,3,u,1050000.0,PI,10.2,3127.0,3.0,2.0,2.0,Boroondara City Council,Southern Metropolitan,5457.0,2017
Sydenham,3,h,585000.0,S,18.0,3037.0,3.0,2.0,2.0,Brimbank City Council,Western Metropolitan,3640.0,2017
Taylors Lakes,3,h,685000.0,S,15.5,3038.0,3.0,1.0,2.0,Brimbank City Council,Western Metropolitan,5336.0,2017
Taylors Lakes,3,h,693000.0,S,15.5,3038.0,3.0,2.0,3.0,Brimbank City Council,Western Metropolitan,5336.0,2017
Templestowe Lower,3,h,1245000.0,S,12.4,3107.0,3.0,2.0,2.0,Manningham City Council,Eastern Metropolitan,5420.0,2017
Templestowe Lower,6,h,2000000.0,VB,12.4,3107.0,6.0,3.0,2.0,Manningham City Council,Eastern Metropolitan,5420.0,2017
Thomastown,3,h,867000.0,S,15.3,3074.0,3.0,1.0,3.0,Whittlesea City Council,Northern Metropolitan,7955.0,2017
Thomastown,2,u,407000.0,S,15.3,3074.0,2.0,1.0,1.0,Whittlesea City Council,Northern Metropolitan,7955.0,2017
Thomastown,3,h,590500.0,S,15.3,3074.0,3.0,1.0,1.0,Whittlesea City Council,Northern Metropolitan,7955.0,2017
Thornbury,3,h,1000000.0,PI,7.0,3071.0,3.0,2.0,2.0,Darebin City Council,Northern Metropolitan,8870.0,2017
Thornbury,3,h,891000.0,S,7.0,3071.0,3.0,2.0,2.0,Darebin City Council,Northern Metropolitan,8870.0,2017
Tullamarine,3,h,615500.0,S,12.9,3043.0,3.0,2.0,1.0,Brimbank City Council,Western Metropolitan,3296.0,2017
Tullamarine,2,u,300000.0,SP,12.9,3043.0,2.0,1.0,1.0,Brimbank City Council,Western Metropolitan,3296.0,2017
Wantirna,4,h,908000.0,S,14.7,3152.0,4.0,2.0,1.0,Knox City Council,Eastern Metropolitan,5424.0,2017
Wantirna,4,h,850000.0,VB,14.7,3152.0,4.0,2.0,3.0,Knox City Council,Eastern Metropolitan,5424.0,2017
Wantirna,4,h,1200000.0,S,14.7,3152.0,4.0,2.0,3.0,Knox City Council,Eastern Metropolitan,5424.0,2017
Wantirna South,5,h,1310000.0,S,14.7,3152.0,5.0,3.0,2.0,Knox City Council,Eastern Metropolitan,7082.0,2017
Wantirna South,4,h,930000.0,S,14.7,3152.0,4.0,2.0,2.0,Knox City Council,Eastern Metropolitan,7082.0,2017
Watsonia,2,u,686000.0,S,14.5,3087.0,2.0,1.0,1.0,Banyule City Council,Northern Metropolitan,2329.0,2017
Watsonia North,4,h,755000.0,S,14.5,3087.0,4.0,1.0,2.0,Banyule City Council,Northern Metropolitan,1442.0,2017
Werribee,2,h,678000.0,S,14.7,3030.0,2.0,1.0,1.0,Wyndham City Council,Western Metropolitan,16166.0,2017
Werribee,4,h,645000.0,PI,14.7,3030.0,4.0,2.0,2.0,Wyndham City Council,Western Metropolitan,16166.0,2017
Werribee,4,h,482500.0,S,14.7,3030.0,4.0,2.0,0.0,Wyndham City Council,Western Metropolitan,16166.0,2017
Werribee,3,u,394000.0,PI,14.7,3030.0,3.0,2.0,3.0,Wyndham City Council,Western Metropolitan,16166.0,2017
Werribee,3,h,597000.0,S,14.7,3030.0,3.0,1.0,1.0,Wyndham City Council,Western Metropolitan,16166.0,2017
West Footscray,4,h,1300000.0,SP,6.4,3012.0,4.0,2.0,2.0,Maribyrnong City Council,Western Metropolitan,5058.0,2017
Westmeadows,4,h,821000.0,S,16.5,3049.0,4.0,3.0,2.0,Hume City Council,Northern Metropolitan,2474.0,2017
Westmeadows,3,h,635000.0,S,16.5,3049.0,3.0,2.0,1.0,Hume City Council,Northern Metropolitan,2474.0,2017
Wheelers Hill,5,h,1095000.0,S,16.7,3150.0,5.0,2.0,2.0,Monash City Council,South-Eastern Metropolitan,7392.0,2017
Whittlesea,3,h,601000.0,S,35.5,3757.0,3.0,2.0,1.0,Whittlesea City Council,Northern Victoria,2170.0,2017
Williamstown,3,h,1050000.0,VB,6.8,3016.0,3.0,1.0,0.0,Hobsons Bay City Council,Western Metropolitan,6380.0,2017
Williamstown,1,u,385000.0,SP,6.8,3016.0,1.0,1.0,1.0,Hobsons Bay City Council,Western Metropolitan,6380.0,2017
Williamstown,3,h,1285000.0,S,6.8,3016.0,3.0,1.0,0.0,Hobsons Bay City Council,Western Metropolitan,6380.0,2017
Windsor,2,u,560000.0,PI,4.6,3181.0,2.0,1.0,1.0,Port Phillip City Council,Southern Metropolitan,4380.0,2017
Wollert,3,h,525300.0,S,25.5,3750.0,3.0,2.0,2.0,Whittlesea City Council,Northern Metropolitan,2940.0,2017
Yarraville,2,h,750000.0,SP,6.3,3013.0,2.0,1.0,2.0,Maribyrnong City Council,Western Metropolitan,6543.0,2017
Yarraville,3,t,645000.0,SP,6.3,3013.0,3.0,2.0,2.0,Maribyrnong City Council,Western Metropolitan,6543.0,2017
Aberfeldie,4,h,1436000.0,S,7.5,3040.0,4.0,3.0,3.0,Moonee Valley City Council,Western Metropolitan,1543.0,2017
Airport West,2,u,421000.0,S,10.4,3042.0,2.0,1.0,1.0,Moonee Valley City Council,Western Metropolitan,3464.0,2017
Albert Park,2,h,1910000.0,S,3.0,3206.0,2.0,1.0,1.0,Port Phillip City Council,Southern Metropolitan,3280.0,2017
Albion,5,h,905000.0,S,10.5,3020.0,5.0,2.0,3.0,Brimbank City Council,Western Metropolitan,2185.0,2017
Alphington,4,h,1680000.0,S,5.7,3078.0,4.0,3.0,2.0,Darebin City Council,Northern Metropolitan,2211.0,2017
Altona,3,h,913000.0,S,11.0,3018.0,3.0,2.0,3.0,Hobsons Bay City Council,Western Metropolitan,5301.0,2017
Altona,3,h,870000.0,VB,11.0,3018.0,3.0,1.0,2.0,Hobsons Bay City Council,Western Metropolitan,5301.0,2017
Altona Meadows,3,h,590000.0,PI,15.5,3028.0,3.0,1.0,2.0,Hobsons Bay City Council,Western Metropolitan,7630.0,2017
Altona North,3,h,1070000.0,PI,9.4,3025.0,3.0,1.0,3.0,Hobsons Bay City Council,Western Metropolitan,5132.0,2017
Armadale,2,u,450000.0,VB,6.3,3143.0,2.0,1.0,2.0,Stonnington City Council,Southern Metropolitan,4836.0,2017
Armadale,2,u,820000.0,S,6.3,3143.0,2.0,1.0,1.0,Stonnington City Council,Southern Metropolitan,4836.0,2017
Armadale,2,h,1330000.0,S,6.3,3143.0,2.0,2.0,1.0,Stonnington City Council,Southern Metropolitan,4836.0,2017
Armadale,3,t,1160000.0,S,6.3,3143.0,3.0,1.0,2.0,Stonnington City Council,Southern Metropolitan,4836.0,2017
Ascot Vale,3,t,985000.0,S,4.3,3032.0,3.0,2.0,2.0,Moonee Valley City Council,Western Metropolitan,6567.0,2017
Ascot Vale,3,h,877000.0,S,4.3,3032.0,3.0,2.0,2.0,Moonee Valley City Council,Western Metropolitan,6567.0,2017
Ascot Vale,3,h,1130000.0,S,4.3,3032.0,3.0,1.0,1.0,Moonee Valley City Council,Western Metropolitan,6567.0,2017
Ascot Vale,3,h,985000.0,S,4.3,3032.0,3.0,1.0,2.0,Moonee Valley City Council,Western Metropolitan,6567.0,2017
Avondale Heights,3,u,695000.0,S,9.5,3034.0,3.0,2.0,1.0,Moonee Valley City Council,Western Metropolitan,4502.0,2017
Avondale Heights,4,h,905000.0,S,9.5,3034.0,4.0,1.0,2.0,Moonee Valley City Council,Western Metropolitan,4502.0,2017
Balaclava,2,u,600000.0,VB,6.4,3183.0,2.0,1.0,1.0,Port Phillip City Council,Southern Metropolitan,2952.0,2017
Balwyn,2,h,870000.0,S,7.9,3103.0,2.0,1.0,1.0,Boroondara City Council,Southern Metropolitan,5682.0,2017
Balwyn North,3,h,1785000.0,PI,9.7,3104.0,3.0,2.0,3.0,Boroondara City Council,Southern Metropolitan,7809.0,2017
Balwyn North,3,t,1485000.0,S,9.7,3104.0,3.0,2.0,3.0,Boroondara City Council,Southern Metropolitan,7809.0,2017
Balwyn North,3,t,1005000.0,S,9.7,3104.0,3.0,2.0,2.0,Boroondara City Council,Southern Metropolitan,7809.0,2017
Balwyn North,5,h,1951000.0,S,9.7,3104.0,5.0,3.0,3.0,Boroondara City Council,Southern Metropolitan,7809.0,2017
Balwyn North,5,h,1950000.0,S,9.7,3104.0,5.0,3.0,2.0,Boroondara City Council,Southern Metropolitan,7809.0,2017
Balwyn North,5,h,1800000.0,PI,9.7,3104.0,5.0,2.0,2.0,Boroondara City Council,Southern Metropolitan,7809.0,2017
Bayswater,3,h,824000.0,S,23.2,3153.0,3.0,1.0,2.0,Knox City Council,Eastern Metropolitan,5030.0,2017
Beaumaris,4,h,1375000.0,S,17.3,3193.0,3.0,2.0,2.0,Bayside City Council,Southern Metropolitan,5366.0,2017
Beaumaris,4,h,1630000.0,S,17.3,3193.0,4.0,2.0,2.0,Bayside City Council,Southern Metropolitan,5366.0,2017
Beaumaris,3,h,1405000.0,PI,17.3,3193.0,3.0,2.0,2.0,Bayside City Council,Southern Metropolitan,5366.0,2017
Bentleigh,3,t,1200000.0,PI,11.4,3204.0,3.0,2.0,2.0,Glen Eira City Council,Southern Metropolitan,6795.0,2017
Bentleigh,5,h,1660000.0,S,11.4,3204.0,5.0,3.0,2.0,Glen Eira City Council,Southern Metropolitan,6795.0,2017
Bentleigh,2,u,770000.0,VB,11.4,3204.0,2.0,2.0,2.0,Glen Eira City Council,Southern Metropolitan,6795.0,2017
Bentleigh East,4,t,1330000.0,S,13.8,3165.0,4.0,3.0,2.0,Glen Eira City Council,Southern Metropolitan,10969.0,2017
Bentleigh East,3,h,1290000.0,VB,13.8,3165.0,3.0,1.0,2.0,Glen Eira City Council,Southern Metropolitan,10969.0,2017
Bentleigh East,4,h,1216000.0,S,13.8,3165.0,4.0,1.0,2.0,Glen Eira City Council,Southern Metropolitan,10969.0,2017
Bentleigh East,4,t,1138000.0,S,13.8,3165.0,3.0,2.0,2.0,Glen Eira City Council,Southern Metropolitan,10969.0,2017
Bentleigh East,2,h,1575000.0,S,13.8,3165.0,2.0,1.0,2.0,Glen Eira City Council,Southern Metropolitan,10969.0,2017
Bentleigh East,3,t,1065000.0,S,13.8,3165.0,3.0,2.0,2.0,Glen Eira City Council,Southern Metropolitan,10969.0,2017
Bentleigh East,3,h,1140000.0,S,13.8,3165.0,3.0,1.0,2.0,Glen Eira City Council,Southern Metropolitan,10969.0,2017
Bentleigh East,3,h,1470000.0,SP,13.8,3165.0,3.0,2.0,2.0,Glen Eira City Council,Southern Metropolitan,10969.0,2017
Berwick,4,h,827000.0,S,35.2,3806.0,4.0,2.0,2.0,Casey City Council,Eastern Victoria,17093.0,2017
Berwick,5,h,940000.0,VB,35.2,3806.0,5.0,4.0,2.0,Casey City Council,Eastern Victoria,17093.0,2017
Berwick,4,h,975000.0,SP,35.2,3806.0,4.0,3.0,2.0,Casey City Council,Eastern Victoria,17093.0,2017
Black Rock,4,h,1950000.0,PI,17.3,3193.0,4.0,3.0,2.0,Bayside City Council,Southern Metropolitan,2866.0,2017
Blackburn,5,h,1350000.0,SP,13.4,3130.0,5.0,2.0,4.0,Whitehorse City Council,Eastern Metropolitan,5713.0,2017
Blackburn North,3,h,1160000.0,S,13.4,3130.0,3.0,2.0,1.0,Whitehorse City Council,Eastern Metropolitan,2867.0,2017
Blackburn North,4,h,1375000.0,S,13.4,3130.0,4.0,1.0,3.0,Whitehorse City Council,Eastern Metropolitan,2867.0,2017
Blackburn North,3,h,1320000.0,SP,13.4,3130.0,3.0,2.0,3.0,Whitehorse City Council,Eastern Metropolitan,2867.0,2017
Bonbeach,4,h,840000.0,VB,27.0,3196.0,4.0,2.0,1.0,Kingston City Council,South-Eastern Metropolitan,2887.0,2017
Box Hill,2,h,1820000.0,SP,10.9,3128.0,2.0,1.0,2.0,Whitehorse City Council,Eastern Metropolitan,4605.0,2017
Briar Hill,2,u,610000.0,S,16.1,3088.0,2.0,1.0,1.0,Banyule City Council,Eastern Metropolitan,1390.0,2017
Brighton,2,u,617000.0,S,10.5,3186.0,2.0,1.0,1.0,Bayside City Council,Southern Metropolitan,10579.0,2017
Brighton,4,t,1700000.0,VB,10.5,3186.0,4.0,3.0,2.0,Bayside City Council,Southern Metropolitan,10579.0,2017
Brighton East,2,u,817500.0,S,10.3,3187.0,2.0,1.0,1.0,Bayside City Council,Southern Metropolitan,6938.0,2017
Brighton East,3,h,1590000.0,S,10.3,3187.0,3.0,2.0,3.0,Bayside City Council,Southern Metropolitan,6938.0,2017
Brighton East,3,h,1775000.0,S,10.3,3187.0,3.0,1.0,1.0,Bayside City Council,Southern Metropolitan,6938.0,2017
Brighton East,2,h,780000.0,VB,10.3,3187.0,2.0,1.0,1.0,Bayside City Council,Southern Metropolitan,6938.0,2017
Broadmeadows,3,h,673000.0,S,14.0,3047.0,3.0,1.0,1.0,Hume City Council,Northern Metropolitan,4294.0,2017
Brunswick,3,h,1400000.0,VB,5.2,3056.0,3.0,1.0,0.0,Moreland City Council,Northern Metropolitan,11918.0,2017
Brunswick,3,h,1200000.0,S,5.2,3056.0,3.0,2.0,1.0,Moreland City Council,Northern Metropolitan,11918.0,2017
Brunswick,2,u,515000.0,S,5.2,3056.0,2.0,1.0,1.0,Moreland City Council,Northern Metropolitan,11918.0,2017
Brunswick,2,h,800000.0,VB,5.2,3056.0,2.0,1.0,0.0,Moreland City Council,Northern Metropolitan,11918.0,2017
Brunswick East,2,h,1023000.0,S,4.0,3057.0,2.0,1.0,2.0,Moreland City Council,Northern Metropolitan,5533.0,2017
Brunswick East,2,t,755000.0,S,4.0,3057.0,2.0,2.0,1.0,Moreland City Council,Northern Metropolitan,5533.0,2017
Brunswick West,3,t,650000.0,S,5.2,3055.0,3.0,2.0,2.0,Moreland City Council,Northern Metropolitan,7082.0,2017
Bulleen,3,u,820000.0,PI,10.8,3105.0,3.0,2.0,2.0,Manningham City Council,Eastern Metropolitan,4480.0,2017
Bundoora,3,h,680000.0,S,12.1,3083.0,3.0,1.0,2.0,Banyule City Council,Northern Metropolitan,10175.0,2017
Bundoora,3,h,670000.0,S,12.1,3083.0,3.0,1.0,2.0,Banyule City Council,Northern Metropolitan,10175.0,2017
Bundoora,3,h,814000.0,S,12.1,3083.0,3.0,1.0,2.0,Banyule City Council,Northern Metropolitan,10175.0,2017
Bundoora,3,h,715000.0,SP,12.1,3083.0,3.0,1.0,1.0,Banyule City Council,Northern Metropolitan,10175.0,2017
Burnside,3,h,657500.0,SP,14.8,3023.0,3.0,2.0,2.0,Melton City Council,Western Metropolitan,1607.0,2017
Burnside Heights,4,h,580000.0,SP,14.8,3023.0,4.0,2.0,2.0,Melton City Council,Western Metropolitan,1686.0,2017
Burwood East,3,h,930000.0,S,14.7,3151.0,3.0,2.0,2.0,Whitehorse City Council,Eastern Metropolitan,4048.0,2017
Camberwell,3,h,1455000.0,S,7.7,3124.0,3.0,2.0,2.0,Boroondara City Council,Southern Metropolitan,8920.0,2017
Camberwell,4,t,1850000.0,VB,7.7,3124.0,4.0,2.0,2.0,Boroondara City Council,Southern Metropolitan,8920.0,2017
Camberwell,3,t,1600000.0,PI,7.7,3124.0,3.0,2.0,1.0,Boroondara City Council,Southern Metropolitan,8920.0,2017
Camberwell,3,u,950000.0,VB,7.7,3124.0,3.0,1.0,2.0,Boroondara City Council,Southern Metropolitan,8920.0,2017
Camberwell,2,u,692500.0,S,7.7,3124.0,2.0,1.0,1.0,Boroondara City Council,Southern Metropolitan,8920.0,2017
Canterbury,2,u,615000.0,S,8.4,3126.0,2.0,1.0,1.0,Boroondara City Council,Southern Metropolitan,3265.0,2017
Carlton North,2,h,1520000.0,PI,3.5,3054.0,2.0,1.0,1.0,Melbourne City Council,Northern Metropolitan,3106.0,2017
Carnegie,3,h,1333000.0,S,10.1,3163.0,3.0,2.0,2.0,Glen Eira City Council,Southern Metropolitan,7822.0,2017
Carnegie,2,h,645000.0,S,10.1,3163.0,2.0,2.0,2.0,Glen Eira City Council,Southern Metropolitan,7822.0,2017
Caulfield East,4,h,1609000.0,S,8.4,3145.0,4.0,2.0,2.0,Glen Eira City Council,Southern Metropolitan,608.0,2017
Caulfield East,4,t,985000.0,S,8.4,3145.0,4.0,2.0,2.0,Glen Eira City Council,Southern Metropolitan,608.0,2017
Caulfield North,2,u,490000.0,PI,7.8,3161.0,2.0,1.0,1.0,Glen Eira City Council,Southern Metropolitan,6923.0,2017
Chadstone,2,h,1131000.0,S,11.7,3148.0,2.0,1.0,1.0,Monash City Council,Southern Metropolitan,3582.0,2017
Chelsea Heights,3,h,721000.0,S,27.0,3196.0,3.0,1.0,2.0,Kingston City Council,South-Eastern Metropolitan,2076.0,2017
Cheltenham,3,h,960000.0,S,17.9,3192.0,3.0,1.0,2.0,Bayside City Council,Southern Metropolitan,9758.0,2017
Cheltenham,3,h,1295000.0,S,17.9,3192.0,3.0,2.0,2.0,Bayside City Council,Southern Metropolitan,9758.0,2017
Clayton,3,h,1238888.0,SP,16.7,3168.0,3.0,1.0,1.0,Monash City Council,South-Eastern Metropolitan,5837.0,2017
Clayton South,2,u,575000.0,SP,17.5,3169.0,2.0,1.0,2.0,Kingston City Council,South-Eastern Metropolitan,4734.0,2017
Clifton Hill,3,h,1436000.0,S,3.6,3068.0,3.0,2.0,2.0,Yarra City Council,Northern Metropolitan,2954.0,2017
Coburg,3,h,1020000.0,S,6.7,3058.0,3.0,1.0,1.0,Darebin City Council,Northern Metropolitan,11204.0,2017
Coburg,4,h,1055000.0,S,6.7,3058.0,4.0,1.0,1.0,Darebin City Council,Northern Metropolitan,11204.0,2017
Coburg,4,h,1080000.0,VB,6.7,3058.0,4.0,1.0,1.0,Darebin City Council,Northern Metropolitan,11204.0,2017
Coburg,2,t,685000.0,SP,6.7,3058.0,2.0,2.0,1.0,Darebin City Council,Northern Metropolitan,11204.0,2017
Coburg,2,h,550000.0,VB,6.7,3058.0,2.0,1.0,1.0,Darebin City Council,Northern Metropolitan,11204.0,2017
Coburg,3,h,1210000.0,S,6.7,3058.0,3.0,1.0,3.0,Darebin City Council,Northern Metropolitan,11204.0,2017
Coburg,2,t,631000.0,S,6.7,3058.0,2.0,2.0,1.0,Darebin City Council,Northern Metropolitan,11204.0,2017
Coburg North,4,h,926000.0,SP,6.7,3058.0,4.0,1.0,4.0,Darebin City Council,Northern Metropolitan,3445.0,2017
Coolaroo,3,h,457000.0,S,17.4,3048.0,3.0,1.0,2.0,Hume City Council,Northern Metropolitan,1124.0,2017
Craigieburn,4,h,560000.0,VB,20.6,3064.0,4.0,2.0,1.0,Hume City Council,Northern Metropolitan,15510.0,2017
Craigieburn,4,h,505000.0,S,20.6,3064.0,4.0,2.0,2.0,Hume City Council,Northern Metropolitan,15510.0,2017
Craigieburn,3,h,497500.0,S,20.6,3064.0,3.0,2.0,2.0,Hume City Council,Northern Metropolitan,15510.0,2017
Croydon,3,u,640000.0,SP,23.0,3136.0,3.0,1.0,2.0,Maroondah City Council,Eastern Metropolitan,11925.0,2017
Croydon,4,h,730000.0,VB,23.0,3136.0,4.0,2.0,2.0,Maroondah City Council,Eastern Metropolitan,11925.0,2017
Croydon,3,h,1005000.0,S,23.0,3136.0,3.0,1.0,3.0,Maroondah City Council,Eastern Metropolitan,11925.0,2017
Croydon Hills,3,h,790000.0,S,23.0,3136.0,3.0,2.0,2.0,Maroondah City Council,Eastern Metropolitan,1705.0,2017
Croydon Hills,3,h,931000.0,S,23.0,3136.0,3.0,2.0,2.0,Maroondah City Council,Eastern Metropolitan,1705.0,2017
Croydon Hills,4,h,1000000.0,SP,23.0,3136.0,4.0,3.0,4.0,Maroondah City Council,Eastern Metropolitan,1705.0,2017
Croydon North,3,h,857000.0,S,23.0,3136.0,3.0,2.0,1.0,Maroondah City Council,Eastern Metropolitan,2985.0,2017
Dallas,3,h,477000.0,S,14.0,3047.0,3.0,1.0,1.0,Hume City Council,Northern Metropolitan,2246.0,2017
Dandenong,3,h,500000.0,S,24.7,3175.0,3.0,1.0,1.0,Greater Dandenong City Council,South-Eastern Metropolitan,10894.0,2017
Dandenong,3,h,510000.0,S,24.7,3175.0,3.0,2.0,1.0,Greater Dandenong City Council,South-Eastern Metropolitan,10894.0,2017
Dandenong North,3,h,632000.0,SP,24.7,3175.0,3.0,1.0,2.0,Greater Dandenong City Council,South-Eastern Metropolitan,8322.0,2017
Dandenong North,3,h,610000.0,S,24.7,3175.0,3.0,1.0,3.0,Greater Dandenong City Council,South-Eastern Metropolitan,8322.0,2017
Dandenong North,3,h,585000.0,S,24.7,3175.0,3.0,1.0,2.0,Greater Dandenong City Council,South-Eastern Metropolitan,8322.0,2017
Dandenong North,4,h,750000.0,SP,24.7,3175.0,4.0,2.0,1.0,Greater Dandenong City Council,South-Eastern Metropolitan,8322.0,2017
Derrimut,4,h,850000.0,S,14.7,3030.0,4.0,2.0,4.0,Brimbank City Council,Western Metropolitan,2276.0,2017
Diamond Creek,4,h,950000.0,SP,21.8,3089.0,4.0,2.0,2.0,Nillumbik Shire Council,Northern Victoria,4258.0,2017
Dingley Village,4,h,955000.0,S,22.2,3172.0,4.0,2.0,2.0,Kingston City Council,South-Eastern Metropolitan,3940.0,2017
Doncaster,4,h,1375000.0,S,12.4,3108.0,4.0,2.0,3.0,Manningham City Council,Eastern Metropolitan,9028.0,2017
Doncaster,3,h,1400000.0,PI,12.4,3108.0,3.0,2.0,2.0,Manningham City Council,Eastern Metropolitan,9028.0,2017
Doncaster,4,h,1275000.0,VB,12.4,3108.0,4.0,2.0,2.0,Manningham City Council,Eastern Metropolitan,9028.0,2017
Doncaster,5,h,1820000.0,S,12.4,3108.0,5.0,3.0,2.0,Manningham City Council,Eastern Metropolitan,9028.0,2017
Doncaster East,3,h,1482000.0,S,14.3,3109.0,3.0,1.0,3.0,Manningham City Council,Eastern Metropolitan,10999.0,2017
